Trade number,Instrument,Account,Strategy,Market pos.,Qty,Entry price,Exit price,Entry time,Exit time,Entry name,Exit name,Profit,Cum. net profit,Commission,Clearing Fee,Exchange Fee,IP Fee,NFA Fee,MAE,MFE,ETD,Bars,
129,NQ 06-26,Backtest,MomentumNQ,Short,1,22778.50,22791.50,6/16/2025 3:38:00 PM,6/16/2025 3:42:00 PM,Sell short,Stop loss,($265.16),($11290.64),$5.16,$0.00,$0.00,$0.00,$0.00,$260.00,$500.00,$765.16,2,
130,NQ 06-26,Backtest,MomentumNQ,Short,1,22777.25,22790.25,6/20/2025 3:38:00 PM,6/20/2025 3:38:00 PM,Sell short,Stop loss,($265.16),($11555.80),$5.16,$0.00,$0.00,$0.00,$0.00,$260.00,$0.00,$265.16,1,
131,NQ 06-26,Backtest,MomentumNQ,Short,1,23724.25,23737.25,7/9/2025 3:38:00 PM,7/9/2025 3:38:00 PM,Sell short,Stop loss,($265.16),($11820.96),$5.16,$0.00,$0.00,$0.00,$0.00,$260.00,$0.00,$265.16,1,
132,NQ 06-26,Backtest,MomentumNQ,Short,1,23824.25,23837.25,8/4/2025 3:38:00 PM,8/4/2025 3:38:00 PM,Sell short,Stop loss,($265.16),($12086.12),$5.16,$0.00,$0.00,$0.00,$0.00,$260.00,$0.00,$265.16,1,
133,NQ 06-26,Backtest,MomentumNQ,Short,1,24696.50,24709.50,9/11/2025 3:38:00 PM,9/11/2025 4:38:00 PM,Sell short,Stop loss,($265.16),($12351.28),$5.16,$0.00,$0.00,$0.00,$0.00,$260.00,$1680.00,$1945.16,16,
134,NQ 06-26,Backtest,MomentumNQ,Short,1,25632.25,25645.25,10/6/2025 3:38:00 PM,10/6/2025 3:38:00 PM,Sell short,Stop loss,($265.16),($12616.44),$5.16,$0.00,$0.00,$0.00,$0.00,$260.00,$0.00,$265.16,1,
135,NQ 06-26,Backtest,MomentumNQ,Short,1,25547.50,25560.50,10/16/2025 3:38:00 PM,10/16/2025 3:46:00 PM,Sell short,Stop loss,($265.16),($12881.60),$5.16,$0.00,$0.00,$0.00,$0.00,$260.00,$885.00,$1150.16,3,
136,NQ 06-26,Backtest,MomentumNQ,Short,1,26311.75,26324.75,10/27/2025 2:38:00 PM,10/27/2025 3:02:00 PM,Sell short,Stop loss,($265.16),($13146.76),$5.16,$0.00,$0.00,$0.00,$0.00,$260.00,$1000.00,$1265.16,7,
137,NQ 06-26,Backtest,MomentumNQ,Long,1,26500.25,26487.25,10/30/2025 3:38:00 PM,10/30/2025 3:38:00 PM,Buy,Stop loss,($265.16),($13411.92),$5.16,$0.00,$0.00,$0.00,$0.00,$260.00,$0.00,$265.16,1,
138,NQ 06-26,Backtest,MomentumNQ,Short,1,26616.75,26629.75,10/31/2025 2:38:00 PM,10/31/2025 2:38:00 PM,Sell short,Stop loss,($265.16),($13677.08),$5.16,$0.00,$0.00,$0.00,$0.00,$260.00,$0.00,$265.16,1,
139,NQ 06-26,Backtest,MomentumNQ,Short,1,26719.00,26576.25,11/3/2025 3:38:00 PM,11/3/2025 10:00:00 PM,Sell short,Exit on session close,$2849.84,($10827.24),$5.16,$0.00,$0.00,$0.00,$0.00,$30.00,$4765.00,$1915.16,97,
140,NQ 06-26,Backtest,MomentumNQ,Short,1,25979.00,25992.00,12/2/2025 3:38:00 PM,12/2/2025 3:38:00 PM,Sell short,Stop loss,($265.16),($11092.40),$5.16,$0.00,$0.00,$0.00,$0.00,$260.00,$0.00,$265.16,1,
141,NQ 06-26,Backtest,MomentumNQ,Short,1,26297.50,26134.00,12/8/2025 3:38:00 PM,12/8/2025 10:00:00 PM,Sell short,Exit on session close,$3264.84,($7827.56),$5.16,$0.00,$0.00,$0.00,$0.00,$50.00,$5350.00,$2085.16,97,
142,NQ 06-26,Backtest,MomentumNQ,Short,1,25482.75,25495.75,12/18/2025 3:38:00 PM,12/18/2025 4:02:00 PM,Sell short,Stop loss,($265.16),($8092.72),$5.16,$0.00,$0.00,$0.00,$0.00,$260.00,$2255.00,$2520.16,7,
143,NQ 06-26,Backtest,MomentumNQ,Short,1,25644.00,25657.00,12/19/2025 3:38:00 PM,12/19/2025 3:38:00 PM,Sell short,Stop loss,($265.16),($8357.88),$5.16,$0.00,$0.00,$0.00,$0.00,$260.00,$0.00,$265.16,1,
144,NQ 06-26,Backtest,MomentumNQ,Short,1,25866.75,25879.75,1/2/2026 3:38:00 PM,1/2/2026 3:38:00 PM,Sell short,Stop loss,($265.16),($8623.04),$5.16,$0.00,$0.00,$0.00,$0.00,$260.00,$0.00,$265.16,1,
145,NQ 06-26,Backtest,MomentumNQ,Short,1,25806.00,25818.75,1/5/2026 3:38:00 PM,1/5/2026 3:38:00 PM,Sell short,Stop loss,($260.16),($8883.20),$5.16,$0.00,$0.00,$0.00,$0.00,$255.00,$0.00,$260.16,1,
146,NQ 06-26,Backtest,MomentumNQ,Short,1,25897.00,25910.00,1/6/2026 3:50:00 PM,1/6/2026 3:50:00 PM,Sell short,Stop loss,($265.16),($9148.36),$5.16,$0.00,$0.00,$0.00,$0.00,$260.00,$0.00,$265.16,1,
147,NQ 06-26,Backtest,MomentumNQ,Short,1,26074.25,26087.25,1/16/2026 3:38:00 PM,1/16/2026 3:38:00 PM,Sell short,Stop loss,($265.16),($9413.52),$5.16,$0.00,$0.00,$0.00,$0.00,$260.00,$0.00,$265.16,1,
148,NQ 06-26,Backtest,MomentumNQ,Long,1,25827.50,25814.50,1/22/2026 3:58:00 PM,1/22/2026 3:58:00 PM,Buy,Stop loss,($265.16),($9678.68),$5.16,$0.00,$0.00,$0.00,$0.00,$260.00,$0.00,$265.16,1,
149,NQ 06-26,Backtest,MomentumNQ,Short,1,25629.50,25642.50,2/11/2026 3:38:00 PM,2/11/2026 3:50:00 PM,Sell short,Stop loss,($265.16),($9943.84),$5.16,$0.00,$0.00,$0.00,$0.00,$260.00,$1630.00,$1895.16,4,
150,NQ 06-26,Backtest,MomentumNQ,Short,1,25073.00,25086.00,2/24/2026 3:46:00 PM,2/24/2026 3:46:00 PM,Sell short,Stop loss,($265.16),($10209.00),$5.16,$0.00,$0.00,$0.00,$0.00,$260.00,$0.00,$265.16,1,
151,NQ 06-26,Backtest,MomentumNQ,Long,1,25274.25,25261.25,3/10/2026 3:42:00 PM,3/10/2026 7:18:00 PM,Buy,Stop loss,($265.16),($10474.16),$5.16,$0.00,$0.00,$0.00,$0.00,$260.00,$3040.00,$3305.16,55,
152,NQ 06-26,Backtest,MomentumNQ,Short,1,25356.00,25193.00,3/11/2026 3:06:00 PM,3/11/2026 9:00:00 PM,Sell short,Exit on session close,$3254.84,($7219.32),$5.16,$0.00,$0.00,$0.00,$0.00,$40.00,$5475.00,$2220.16,90,
153,NQ 06-26,Backtest,MomentumNQ,Short,1,24884.25,24897.25,3/13/2026 3:26:00 PM,3/13/2026 3:26:00 PM,Sell short,Stop loss,($265.16),($7484.48),$5.16,$0.00,$0.00,$0.00,$0.00,$260.00,$0.00,$265.16,1,
154,NQ 06-26,Backtest,MomentumNQ,Short,1,24920.50,24933.50,3/16/2026 2:38:00 PM,3/16/2026 2:46:00 PM,Sell short,Stop loss,($265.16),($7749.64),$5.16,$0.00,$0.00,$0.00,$0.00,$260.00,$770.00,$1035.16,3,
155,NQ 06-26,Backtest,MomentumNQ,Long,1,24427.00,24414.00,3/19/2026 3:34:00 PM,3/19/2026 4:38:00 PM,Buy,Stop loss,($265.16),($8014.80),$5.16,$0.00,$0.00,$0.00,$0.00,$260.00,$3010.00,$3275.16,17,
156,NQ 06-26,Backtest,MomentumNQ,Short,1,24493.50,24506.50,3/23/2026 2:38:00 PM,3/23/2026 2:38:00 PM,Sell short,Stop loss,($265.16),($8279.96),$5.16,$0.00,$0.00,$0.00,$0.00,$260.00,$0.00,$265.16,1,
157,NQ 06-26,Backtest,MomentumNQ,Long,1,24196.50,24183.50,3/24/2026 3:42:00 PM,3/24/2026 3:42:00 PM,Buy,Stop loss,($265.16),($8545.12),$5.16,$0.00,$0.00,$0.00,$0.00,$260.00,$0.00,$265.16,1,
158,NQ 06-26,Backtest,MomentumNQ,Short,1,24437.25,24450.25,3/25/2026 2:38:00 PM,3/25/2026 2:38:00 PM,Sell short,Stop loss,($265.16),($8810.28),$5.16,$0.00,$0.00,$0.00,$0.00,$260.00,$0.00,$265.16,1,
159,NQ 06-26,Backtest,MomentumNQ,Long,1,24171.75,24158.75,3/26/2026 3:34:00 PM,3/26/2026 3:38:00 PM,Buy,Stop loss,($265.16),($9075.44),$5.16,$0.00,$0.00,$0.00,$0.00,$260.00,$635.00,$900.16,2,
160,NQ 06-26,Backtest,MomentumNQ,Short,1,23491.25,23135.75,3/30/2026 3:38:00 PM,3/30/2026 10:00:00 PM,Sell short,Exit on session close,$7104.84,($1970.60),$5.16,$0.00,$0.00,$0.00,$0.00,$40.00,$9335.00,$2230.16,97,
161,NQ 06-26,Backtest,MomentumNQ,Short,1,23424.75,23437.75,3/31/2026 3:38:00 PM,3/31/2026 3:38:00 PM,Sell short,Stop loss,($265.16),($2235.76),$5.16,$0.00,$0.00,$0.00,$0.00,$260.00,$0.00,$265.16,1,
162,NQ 06-26,Backtest,MomentumNQ,Short,1,27223.50,27236.50,4/24/2026 3:38:00 PM,4/24/2026 3:38:00 PM,Sell short,Stop loss,($265.16),($2500.92),$5.16,$0.00,$0.00,$0.00,$0.00,$260.00,$0.00,$265.16,1,
163,NQ 06-26,Backtest,MomentumNQ,Short,1,28022.00,28035.00,5/5/2026 3:38:00 PM,5/5/2026 3:38:00 PM,Sell short,Stop loss,($265.16),($2766.08),$5.16,$0.00,$0.00,$0.00,$0.00,$260.00,$0.00,$265.16,1,
164,NQ 06-26,Backtest,MomentumNQ,Short,1,28954.25,28967.25,5/8/2026 3:38:00 PM,5/8/2026 3:38:00 PM,Sell short,Stop loss,($265.16),($3031.24),$5.16,$0.00,$0.00,$0.00,$0.00,$260.00,$0.00,$265.16,1,
