Trade number,Instrument,Account,Strategy,Market pos.,Qty,Entry price,Exit price,Entry time,Exit time,Entry name,Exit name,Profit,Cum. net profit,Commission,Clearing Fee,Exchange Fee,IP Fee,NFA Fee,MAE,MFE,ETD,Bars,
1,NQ 06-26,Backtest,Tom3,Short,1,9464.75,9385.25,1/2/2019 5:14:00 PM,1/2/2019 10:58:00 PM,Sell short,ExitOnClose,$1590.00,$1590.00,$0.00,$0.00,$0.00,$0.00,$0.00,$1195.00,$1980.00,$390.00,330,
2,NQ 06-26,Backtest,Tom3,Long,1,9349.75,9286.25,1/3/2019 12:03:00 AM,1/3/2019 10:58:00 PM,Buy,ExitOnClose,($1270.00),$320.00,$0.00,$0.00,$0.00,$0.00,$0.00,$1720.00,$1395.00,$2665.00,1361,
3,NQ 06-26,Backtest,Tom3,Long,1,9511.50,9543.00,1/4/2019 5:04:00 PM,1/4/2019 10:58:00 PM,Buy,ExitOnClose,$630.00,$950.00,$0.00,$0.00,$0.00,$0.00,$0.00,$285.00,$1315.00,$685.00,340,
4,NQ 06-26,Backtest,Tom3,Long,1,10798.50,10895.25,5/6/2019 12:14:00 AM,5/6/2019 10:58:00 PM,Buy,ExitOnClose,$1935.00,$2885.00,$0.00,$0.00,$0.00,$0.00,$0.00,$895.00,$2105.00,$170.00,1350,
5,NQ 06-26,Backtest,Tom3,Long,1,10536.25,10510.50,6/7/2019 5:03:00 PM,6/7/2019 10:58:00 PM,Buy,ExitOnClose,($515.00),$2370.00,$0.00,$0.00,$0.00,$0.00,$0.00,$770.00,$60.00,$575.00,341,
6,NQ 06-26,Backtest,Tom3,Long,1,10877.25,10853.25,7/1/2019 12:11:00 AM,7/1/2019 10:58:00 PM,Buy,ExitOnClose,($480.00),$1890.00,$0.00,$0.00,$0.00,$0.00,$0.00,$1155.00,$660.00,$1140.00,1353,
7,NQ 06-26,Backtest,Tom3,Long,1,10853.00,10902.25,7/31/2019 8:55:00 PM,7/31/2019 10:58:00 PM,Buy,ExitOnClose,$985.00,$2875.00,$0.00,$0.00,$0.00,$0.00,$0.00,$25.00,$2540.00,$1555.00,109,
8,NQ 06-26,Backtest,Tom3,Short,1,10937.75,10852.25,8/1/2019 7:52:00 PM,8/1/2019 10:58:00 PM,Sell short,ExitOnClose,$1710.00,$4585.00,$0.00,$0.00,$0.00,$0.00,$0.00,$155.00,$2010.00,$300.00,172,
9,NQ 06-26,Backtest,Tom3,Long,1,10340.25,10578.00,8/6/2019 12:09:00 AM,8/6/2019 10:58:00 PM,Buy,ExitOnClose,$4755.00,$9340.00,$0.00,$0.00,$0.00,$0.00,$0.00,$1105.00,$5385.00,$630.00,1355,
10,NQ 06-26,Backtest,Tom3,Long,1,10794.25,10812.50,8/13/2019 3:51:00 PM,8/13/2019 10:58:00 PM,Buy,ExitOnClose,$365.00,$9705.00,$0.00,$0.00,$0.00,$0.00,$0.00,$795.00,$1115.00,$750.00,413,
11,NQ 06-26,Backtest,Tom3,Long,1,10630.50,10549.50,8/23/2019 5:27:00 PM,8/23/2019 10:58:00 PM,Buy,ExitOnClose,($1620.00),$8085.00,$0.00,$0.00,$0.00,$0.00,$0.00,$2445.00,$400.00,$2020.00,317,
12,NQ 06-26,Backtest,Tom3,Long,1,10451.25,10651.00,8/26/2019 12:14:00 AM,8/26/2019 10:58:00 PM,Buy,ExitOnClose,$3995.00,$12080.00,$0.00,$0.00,$0.00,$0.00,$0.00,$390.00,$4705.00,$710.00,1350,
13,NQ 06-26,Backtest,Tom3,Long,1,10766.25,10776.50,9/24/2019 6:44:00 PM,9/24/2019 10:58:00 PM,Buy,ExitOnClose,$205.00,$12285.00,$0.00,$0.00,$0.00,$0.00,$0.00,$500.00,$900.00,$695.00,240,
14,NQ 06-26,Backtest,Tom3,Long,1,10635.50,10828.75,10/10/2019 12:43:00 AM,10/10/2019 10:58:00 PM,Buy,ExitOnClose,$3865.00,$16150.00,$0.00,$0.00,$0.00,$0.00,$0.00,$255.00,$4055.00,$190.00,1321,
15,NQ 06-26,Backtest,Tom3,Long,1,11341.25,11349.75,12/2/2019 4:32:00 PM,12/2/2019 10:58:00 PM,Buy,ExitOnClose,$170.00,$16320.00,$0.00,$0.00,$0.00,$0.00,$0.00,$505.00,$685.00,$515.00,372,
16,NQ 06-26,Backtest,Tom3,Long,1,11749.50,11966.00,1/8/2020 12:43:00 AM,1/8/2020 10:58:00 PM,Buy,ExitOnClose,$4330.00,$20650.00,$0.00,$0.00,$0.00,$0.00,$0.00,$1135.00,$4750.00,$420.00,1321,
17,NQ 06-26,Backtest,Tom3,Long,1,12039.25,11976.75,1/27/2020 12:12:00 AM,1/27/2020 10:58:00 PM,Buy,ExitOnClose,($1250.00),$19400.00,$0.00,$0.00,$0.00,$0.00,$0.00,$1980.00,$590.00,$1840.00,1352,
18,NQ 06-26,Backtest,Tom3,Long,1,12233.75,12253.75,1/30/2020 10:08:00 PM,1/30/2020 10:58:00 PM,Buy,ExitOnClose,$400.00,$19800.00,$0.00,$0.00,$0.00,$0.00,$0.00,$155.00,$420.00,$20.00,36,
19,NQ 06-26,Backtest,Tom3,Long,1,12232.75,12028.50,1/31/2020 12:02:00 AM,1/31/2020 10:58:00 PM,Buy,ExitOnClose,($4085.00),$15715.00,$0.00,$0.00,$0.00,$0.00,$0.00,$5040.00,$615.00,$4700.00,1362,
20,NQ 06-26,Backtest,Tom3,Long,1,12556.50,12636.50,2/20/2020 5:35:00 PM,2/20/2020 10:58:00 PM,Buy,ExitOnClose,$1600.00,$17315.00,$0.00,$0.00,$0.00,$0.00,$0.00,$275.00,$2035.00,$435.00,309,
21,NQ 06-26,Backtest,Tom3,Long,1,12316.00,12114.00,2/24/2020 12:14:00 AM,2/24/2020 10:58:00 PM,Buy,ExitOnClose,($4040.00),$13275.00,$0.00,$0.00,$0.00,$0.00,$0.00,$5200.00,$745.00,$4785.00,1351,
22,NQ 06-26,Backtest,Tom3,Short,1,12016.00,11891.75,2/25/2020 4:54:00 PM,2/25/2020 10:58:00 PM,Sell short,ExitOnClose,$2485.00,$15760.00,$0.00,$0.00,$0.00,$0.00,$0.00,$950.00,$3825.00,$1340.00,350,
23,NQ 06-26,Backtest,Tom3,Long,1,11782.75,11829.75,2/26/2020 10:05:00 AM,2/26/2020 10:58:00 PM,Buy,ExitOnClose,$940.00,$16700.00,$0.00,$0.00,$0.00,$0.00,$0.00,$1170.00,$5390.00,$4450.00,759,
24,NQ 06-26,Backtest,Tom3,Short,1,11598.75,11373.75,2/27/2020 4:31:00 PM,2/27/2020 10:58:00 PM,Sell short,ExitOnClose,$4500.00,$21200.00,$0.00,$0.00,$0.00,$0.00,$0.00,$4180.00,$4650.00,$150.00,374,
25,NQ 06-26,Backtest,Tom3,Long,1,11384.25,11564.75,2/28/2020 12:02:00 AM,2/28/2020 10:58:00 PM,Buy,ExitOnClose,$3610.00,$24810.00,$0.00,$0.00,$0.00,$0.00,$0.00,$4865.00,$4105.00,$495.00,1362,
26,NQ 06-26,Backtest,Tom3,Long,1,11320.00,11821.50,3/2/2020 12:02:00 AM,3/2/2020 10:58:00 PM,Buy,ExitOnClose,$10030.00,$34840.00,$0.00,$0.00,$0.00,$0.00,$0.00,$1620.00,$11560.00,$1530.00,1362,
27,NQ 06-26,Backtest,Tom3,Long,1,11862.50,11583.00,3/3/2020 12:02:00 AM,3/3/2020 10:58:00 PM,Buy,ExitOnClose,($5590.00),$29250.00,$0.00,$0.00,$0.00,$0.00,$0.00,$6735.00,$3095.00,$8685.00,1362,
28,NQ 06-26,Backtest,Tom3,Long,1,11545.25,11899.75,3/4/2020 12:08:00 AM,3/4/2020 10:58:00 PM,Buy,ExitOnClose,$7090.00,$36340.00,$0.00,$0.00,$0.00,$0.00,$0.00,$445.00,$8390.00,$1300.00,1356,
29,NQ 06-26,Backtest,Tom3,Long,1,11450.50,11513.75,3/6/2020 11:24:00 AM,3/6/2020 10:58:00 PM,Buy,ExitOnClose,$1265.00,$37605.00,$0.00,$0.00,$0.00,$0.00,$0.00,$2505.00,$2700.00,$1435.00,680,
30,NQ 06-26,Backtest,Tom3,Long,1,11211.50,10933.75,3/8/2020 11:09:00 PM,3/9/2020 9:58:00 PM,Buy,ExitOnClose,($5555.00),$32050.00,$0.00,$0.00,$0.00,$0.00,$0.00,$7535.00,$870.00,$6425.00,1100,
31,NQ 06-26,Backtest,Tom3,Long,1,10886.50,11361.00,3/9/2020 11:02:00 PM,3/10/2020 9:58:00 PM,Buy,ExitOnClose,$9490.00,$41540.00,$0.00,$0.00,$0.00,$0.00,$0.00,$1150.00,$10140.00,$650.00,1362,
32,NQ 06-26,Backtest,Tom3,Long,1,11327.50,11019.50,3/10/2020 11:02:00 PM,3/11/2020 9:58:00 PM,Buy,ExitOnClose,($6160.00),$35380.00,$0.00,$0.00,$0.00,$0.00,$0.00,$8400.00,$190.00,$6350.00,1362,
33,NQ 06-26,Backtest,Tom3,Short,1,10839.00,10181.50,3/12/2020 2:17:00 AM,3/12/2020 9:58:00 PM,Sell short,ExitOnClose,$13150.00,$48530.00,$0.00,$0.00,$0.00,$0.00,$0.00,$520.00,$13955.00,$805.00,1030,
34,NQ 06-26,Backtest,Tom3,Long,1,10179.50,10856.50,3/12/2020 11:02:00 PM,3/13/2020 9:58:00 PM,Buy,ExitOnClose,$13540.00,$62070.00,$0.00,$0.00,$0.00,$0.00,$0.00,$4600.00,$16115.00,$2575.00,1260,
35,NQ 06-26,Backtest,Tom3,Long,1,10659.50,10095.75,3/15/2020 11:02:00 PM,3/16/2020 9:58:00 PM,Buy,ExitOnClose,($11275.00),$50795.00,$0.00,$0.00,$0.00,$0.00,$0.00,$14585.00,$2805.00,$14080.00,558,
36,NQ 06-26,Backtest,Tom3,Long,1,10080.25,10378.50,3/16/2020 11:02:00 PM,3/17/2020 9:58:00 PM,Buy,ExitOnClose,$5965.00,$56760.00,$0.00,$0.00,$0.00,$0.00,$0.00,$2495.00,$9620.00,$3655.00,1062,
37,NQ 06-26,Backtest,Tom3,Long,1,10256.50,10264.50,3/18/2020 12:10:00 AM,3/18/2020 9:58:00 PM,Buy,ExitOnClose,$160.00,$56920.00,$0.00,$0.00,$0.00,$0.00,$0.00,$8445.00,$1845.00,$1685.00,884,
38,NQ 06-26,Backtest,Tom3,Long,1,10237.75,10189.75,3/18/2020 11:02:00 PM,3/19/2020 9:58:00 PM,Buy,ExitOnClose,($960.00),$55960.00,$0.00,$0.00,$0.00,$0.00,$0.00,$6785.00,$5780.00,$6740.00,1362,
39,NQ 06-26,Backtest,Tom3,Long,1,10196.25,9938.25,3/19/2020 11:02:00 PM,3/20/2020 9:58:00 PM,Buy,ExitOnClose,($5160.00),$50800.00,$0.00,$0.00,$0.00,$0.00,$0.00,$5620.00,$9140.00,$14300.00,1344,
40,NQ 06-26,Backtest,Tom3,Long,1,9716.25,9997.50,3/22/2020 11:02:00 PM,3/23/2020 9:58:00 PM,Buy,ExitOnClose,$5625.00,$56425.00,$0.00,$0.00,$0.00,$0.00,$0.00,$1265.00,$12485.00,$6860.00,1311,
41,NQ 06-26,Backtest,Tom3,Long,1,10108.50,10587.50,3/23/2020 11:12:00 PM,3/24/2020 9:58:00 PM,Buy,ExitOnClose,$9580.00,$66005.00,$0.00,$0.00,$0.00,$0.00,$0.00,$985.00,$9760.00,$180.00,1332,
42,NQ 06-26,Backtest,Tom3,Long,1,10554.00,10492.75,3/24/2020 11:02:00 PM,3/25/2020 9:58:00 PM,Buy,ExitOnClose,($1225.00),$64780.00,$0.00,$0.00,$0.00,$0.00,$0.00,$3165.00,$4625.00,$5850.00,1362,
43,NQ 06-26,Backtest,Tom3,Long,1,10501.50,10884.00,3/25/2020 11:02:00 PM,3/26/2020 9:58:00 PM,Buy,ExitOnClose,$7650.00,$72430.00,$0.00,$0.00,$0.00,$0.00,$0.00,$3340.00,$8325.00,$675.00,1362,
44,NQ 06-26,Backtest,Tom3,Long,1,10894.00,10591.75,3/26/2020 11:02:00 PM,3/27/2020 9:58:00 PM,Buy,ExitOnClose,($6045.00),$66385.00,$0.00,$0.00,$0.00,$0.00,$0.00,$6370.00,$470.00,$6515.00,1362,
45,NQ 06-26,Backtest,Tom3,Long,1,10438.75,10881.50,3/30/2020 12:02:00 AM,3/30/2020 10:58:00 PM,Buy,ExitOnClose,$8855.00,$75240.00,$0.00,$0.00,$0.00,$0.00,$0.00,$90.00,$9390.00,$535.00,1362,
46,NQ 06-26,Backtest,Tom3,Long,1,10803.75,10806.50,3/31/2020 2:25:00 PM,3/31/2020 10:58:00 PM,Buy,ExitOnClose,$55.00,$75295.00,$0.00,$0.00,$0.00,$0.00,$0.00,$640.00,$4310.00,$4255.00,499,
47,NQ 06-26,Backtest,Tom3,Long,1,10613.75,10485.50,4/1/2020 7:56:00 AM,4/1/2020 10:58:00 PM,Buy,ExitOnClose,($2565.00),$72730.00,$0.00,$0.00,$0.00,$0.00,$0.00,$3705.00,$1870.00,$4435.00,888,
48,NQ 06-26,Backtest,Tom3,Long,1,10444.25,10652.25,4/2/2020 3:13:00 PM,4/2/2020 10:58:00 PM,Buy,ExitOnClose,$4160.00,$76890.00,$0.00,$0.00,$0.00,$0.00,$0.00,$880.00,$4725.00,$565.00,451,
49,NQ 06-26,Backtest,Tom3,Long,1,10650.00,11057.50,4/6/2020 12:09:00 AM,4/6/2020 10:58:00 PM,Buy,ExitOnClose,$8150.00,$85040.00,$0.00,$0.00,$0.00,$0.00,$0.00,$345.00,$9465.00,$1315.00,1355,
50,NQ 06-26,Backtest,Tom3,Long,1,11176.00,11026.50,4/7/2020 9:00:00 AM,4/7/2020 10:58:00 PM,Buy,ExitOnClose,($2990.00),$82050.00,$0.00,$0.00,$0.00,$0.00,$0.00,$3235.00,$3030.00,$6020.00,815,
51,NQ 06-26,Backtest,Tom3,Long,1,11042.00,11219.50,4/8/2020 12:02:00 AM,4/8/2020 10:58:00 PM,Buy,ExitOnClose,$3550.00,$85600.00,$0.00,$0.00,$0.00,$0.00,$0.00,$1290.00,$4485.00,$935.00,1362,
52,NQ 06-26,Backtest,Tom3,Long,1,11320.50,11259.25,4/9/2020 3:09:00 PM,4/9/2020 10:58:00 PM,Buy,ExitOnClose,($1225.00),$84375.00,$0.00,$0.00,$0.00,$0.00,$0.00,$2880.00,$600.00,$1825.00,455,
53,NQ 06-26,Backtest,Tom3,Long,1,11125.00,11358.50,4/13/2020 12:31:00 AM,4/13/2020 10:58:00 PM,Buy,ExitOnClose,$4670.00,$89045.00,$0.00,$0.00,$0.00,$0.00,$0.00,$310.00,$4675.00,$5.00,1333,
54,NQ 06-26,Backtest,Tom3,Long,1,11601.50,11723.75,4/14/2020 4:02:00 PM,4/14/2020 10:58:00 PM,Buy,ExitOnClose,$2445.00,$91490.00,$0.00,$0.00,$0.00,$0.00,$0.00,$670.00,$2655.00,$210.00,402,
55,NQ 06-26,Backtest,Tom3,Long,1,11707.75,11856.00,4/16/2020 8:46:00 AM,4/16/2020 10:58:00 PM,Buy,ExitOnClose,$2965.00,$94455.00,$0.00,$0.00,$0.00,$0.00,$0.00,$1835.00,$3180.00,$215.00,838,
56,NQ 06-26,Backtest,Tom3,Long,1,11935.00,11834.00,4/17/2020 12:02:00 AM,4/17/2020 10:58:00 PM,Buy,ExitOnClose,($2020.00),$92435.00,$0.00,$0.00,$0.00,$0.00,$0.00,$4425.00,$1120.00,$3140.00,1362,
57,NQ 06-26,Backtest,Tom3,Long,1,11520.50,11455.25,4/21/2020 4:43:00 PM,4/21/2020 10:58:00 PM,Buy,ExitOnClose,($1305.00),$91130.00,$0.00,$0.00,$0.00,$0.00,$0.00,$3085.00,$410.00,$1715.00,361,
58,NQ 06-26,Backtest,Tom3,Short,1,11784.00,11727.75,4/28/2020 4:24:00 PM,4/28/2020 10:58:00 PM,Sell short,ExitOnClose,$1125.00,$92255.00,$0.00,$0.00,$0.00,$0.00,$0.00,$695.00,$2105.00,$980.00,380,
59,NQ 06-26,Backtest,Tom3,Long,1,12119.75,12129.00,4/29/2020 10:40:00 PM,4/29/2020 10:58:00 PM,Buy,ExitOnClose,$185.00,$92440.00,$0.00,$0.00,$0.00,$0.00,$0.00,$45.00,$270.00,$85.00,19,
60,NQ 06-26,Backtest,Tom3,Long,1,12117.75,11887.50,4/30/2020 12:02:00 AM,4/30/2020 10:58:00 PM,Buy,ExitOnClose,($4605.00),$87835.00,$0.00,$0.00,$0.00,$0.00,$0.00,$4740.00,$1025.00,$5630.00,1362,
61,NQ 06-26,Backtest,Tom3,Long,1,11853.25,11728.75,5/1/2020 12:08:00 AM,5/1/2020 10:58:00 PM,Buy,ExitOnClose,($2490.00),$85345.00,$0.00,$0.00,$0.00,$0.00,$0.00,$3140.00,$1000.00,$3490.00,1356,
62,NQ 06-26,Backtest,Tom3,Long,1,11618.00,11835.00,5/4/2020 12:44:00 AM,5/4/2020 10:58:00 PM,Buy,ExitOnClose,$4340.00,$89685.00,$0.00,$0.00,$0.00,$0.00,$0.00,$750.00,$4685.00,$345.00,1320,
63,NQ 06-26,Backtest,Tom3,Long,1,12182.25,12068.00,5/12/2020 9:46:00 PM,5/12/2020 10:58:00 PM,Buy,ExitOnClose,($2285.00),$87400.00,$0.00,$0.00,$0.00,$0.00,$0.00,$2350.00,$150.00,$2435.00,58,
64,NQ 06-26,Backtest,Tom3,Long,1,12071.50,12036.50,5/13/2020 12:02:00 AM,5/13/2020 10:58:00 PM,Buy,ExitOnClose,($700.00),$86700.00,$0.00,$0.00,$0.00,$0.00,$0.00,$3380.00,$3110.00,$3810.00,1362,
65,NQ 06-26,Backtest,Tom3,Short,1,12116.00,12111.50,5/14/2020 10:04:00 PM,5/14/2020 10:58:00 PM,Sell short,ExitOnClose,$90.00,$86790.00,$0.00,$0.00,$0.00,$0.00,$0.00,$245.00,$370.00,$280.00,40,
66,NQ 06-26,Backtest,Tom3,Short,1,11996.00,12143.75,5/15/2020 1:43:00 PM,5/15/2020 10:58:00 PM,Sell short,ExitOnClose,($2955.00),$83835.00,$0.00,$0.00,$0.00,$0.00,$0.00,$3535.00,$925.00,$3880.00,541,
67,NQ 06-26,Backtest,Tom3,Long,1,12332.25,12463.00,5/27/2020 3:49:00 PM,5/27/2020 10:58:00 PM,Buy,ExitOnClose,$2615.00,$86450.00,$0.00,$0.00,$0.00,$0.00,$0.00,$2710.00,$2815.00,$200.00,415,
68,NQ 06-26,Backtest,Tom3,Long,1,12602.00,12612.00,5/29/2020 10:10:00 PM,5/29/2020 10:58:00 PM,Buy,ExitOnClose,$200.00,$86650.00,$0.00,$0.00,$0.00,$0.00,$0.00,$205.00,$255.00,$55.00,34,
69,NQ 06-26,Backtest,Tom3,Long,1,12796.25,12833.00,6/5/2020 3:55:00 PM,6/5/2020 10:58:00 PM,Buy,ExitOnClose,$735.00,$87385.00,$0.00,$0.00,$0.00,$0.00,$0.00,$715.00,$1485.00,$750.00,409,
70,NQ 06-26,Backtest,Tom3,Long,1,12831.25,12656.25,6/11/2020 6:23:00 PM,6/11/2020 10:58:00 PM,Buy,ExitOnClose,($3500.00),$83885.00,$0.00,$0.00,$0.00,$0.00,$0.00,$4360.00,$210.00,$3710.00,261,
71,NQ 06-26,Backtest,Tom3,Short,1,12676.75,12682.75,6/12/2020 5:03:00 PM,6/12/2020 10:58:00 PM,Sell short,ExitOnClose,($120.00),$83765.00,$0.00,$0.00,$0.00,$0.00,$0.00,$1785.00,$3075.00,$3195.00,341,
72,NQ 06-26,Backtest,Tom3,Long,1,12478.00,12840.50,6/15/2020 7:50:00 AM,6/15/2020 10:58:00 PM,Buy,ExitOnClose,$7250.00,$91015.00,$0.00,$0.00,$0.00,$0.00,$0.00,$1370.00,$7325.00,$75.00,894,
73,NQ 06-26,Backtest,Tom3,Long,1,12989.50,12968.25,6/19/2020 6:26:00 PM,6/19/2020 10:58:00 PM,Buy,ExitOnClose,($425.00),$90590.00,$0.00,$0.00,$0.00,$0.00,$0.00,$645.00,$1500.00,$1925.00,258,
74,NQ 06-26,Backtest,Tom3,Long,1,12901.00,13169.00,6/22/2020 12:11:00 AM,6/22/2020 10:58:00 PM,Buy,ExitOnClose,$5360.00,$95950.00,$0.00,$0.00,$0.00,$0.00,$0.00,$120.00,$5495.00,$135.00,1354,
75,NQ 06-26,Backtest,Tom3,Long,1,13045.50,13218.75,6/23/2020 3:30:00 AM,6/23/2020 10:58:00 PM,Buy,ExitOnClose,$3465.00,$99415.00,$0.00,$0.00,$0.00,$0.00,$0.00,$640.00,$5840.00,$2375.00,1154,
76,NQ 06-26,Backtest,Tom3,Long,1,13051.00,13051.00,6/24/2020 5:16:00 PM,6/24/2020 10:58:00 PM,Buy,ExitOnClose,$0.00,$99415.00,$0.00,$0.00,$0.00,$0.00,$0.00,$1650.00,$605.00,$605.00,328,
77,NQ 06-26,Backtest,Tom3,Short,1,12996.75,12885.50,6/26/2020 4:15:00 PM,6/26/2020 10:58:00 PM,Sell short,ExitOnClose,$2225.00,$101640.00,$0.00,$0.00,$0.00,$0.00,$0.00,$490.00,$2625.00,$400.00,389,
78,NQ 06-26,Backtest,Tom3,Short,1,13619.00,13765.75,7/9/2020 5:05:00 PM,7/9/2020 10:58:00 PM,Sell short,ExitOnClose,($2935.00),$98705.00,$0.00,$0.00,$0.00,$0.00,$0.00,$3930.00,$355.00,$3290.00,339,
79,NQ 06-26,Backtest,Tom3,Long,1,13942.25,13643.50,7/13/2020 12:28:00 AM,7/13/2020 10:58:00 PM,Buy,ExitOnClose,($5975.00),$92730.00,$0.00,$0.00,$0.00,$0.00,$0.00,$6790.00,$3150.00,$9125.00,1336,
80,NQ 06-26,Backtest,Tom3,Long,1,13667.00,13687.00,7/14/2020 12:02:00 AM,7/14/2020 10:58:00 PM,Buy,ExitOnClose,$400.00,$93130.00,$0.00,$0.00,$0.00,$0.00,$0.00,$5340.00,$1345.00,$945.00,1362,
81,NQ 06-26,Backtest,Tom3,Long,1,13758.75,13731.75,7/15/2020 12:16:00 AM,7/15/2020 10:58:00 PM,Buy,ExitOnClose,($540.00),$92590.00,$0.00,$0.00,$0.00,$0.00,$0.00,$3325.00,$980.00,$1520.00,1348,
82,NQ 06-26,Backtest,Tom3,Short,1,13807.50,13984.75,7/20/2020 4:30:00 PM,7/20/2020 10:58:00 PM,Sell short,ExitOnClose,($3545.00),$89045.00,$0.00,$0.00,$0.00,$0.00,$0.00,$3965.00,$400.00,$3945.00,374,
83,NQ 06-26,Backtest,Tom3,Short,1,13929.75,13889.25,7/21/2020 4:41:00 PM,7/21/2020 10:58:00 PM,Sell short,ExitOnClose,$810.00,$89855.00,$0.00,$0.00,$0.00,$0.00,$0.00,$925.00,$2075.00,$1265.00,363,
84,NQ 06-26,Backtest,Tom3,Short,1,13749.50,13599.25,7/23/2020 6:28:00 PM,7/23/2020 10:58:00 PM,Sell short,ExitOnClose,$3005.00,$92860.00,$0.00,$0.00,$0.00,$0.00,$0.00,$355.00,$3875.00,$870.00,256,
85,NQ 06-26,Backtest,Tom3,Long,1,13384.75,13505.25,7/24/2020 3:56:00 PM,7/24/2020 10:58:00 PM,Buy,ExitOnClose,$2410.00,$95270.00,$0.00,$0.00,$0.00,$0.00,$0.00,$165.00,$3750.00,$1340.00,408,
86,NQ 06-26,Backtest,Tom3,Short,1,13911.75,13934.75,7/30/2020 10:34:00 PM,7/30/2020 10:58:00 PM,Sell short,ExitOnClose,($460.00),$94810.00,$0.00,$0.00,$0.00,$0.00,$0.00,$535.00,$160.00,$620.00,25,
87,NQ 06-26,Backtest,Tom3,Long,1,13964.50,13959.75,7/31/2020 12:02:00 AM,7/31/2020 10:58:00 PM,Buy,ExitOnClose,($95.00),$94715.00,$0.00,$0.00,$0.00,$0.00,$0.00,$4645.00,$315.00,$410.00,1362,
88,NQ 06-26,Backtest,Tom3,Long,1,13947.00,14095.00,8/3/2020 12:02:00 AM,8/3/2020 10:58:00 PM,Buy,ExitOnClose,$2960.00,$97675.00,$0.00,$0.00,$0.00,$0.00,$0.00,$590.00,$3345.00,$385.00,1362,
89,NQ 06-26,Backtest,Tom3,Long,1,14128.50,14172.75,8/7/2020 7:16:00 PM,8/7/2020 10:58:00 PM,Buy,ExitOnClose,$885.00,$98560.00,$0.00,$0.00,$0.00,$0.00,$0.00,$1040.00,$1040.00,$155.00,208,
90,NQ 06-26,Backtest,Tom3,Long,1,14020.75,14123.50,8/10/2020 4:50:00 PM,8/10/2020 10:58:00 PM,Buy,ExitOnClose,$2055.00,$100615.00,$0.00,$0.00,$0.00,$0.00,$0.00,$1025.00,$2460.00,$405.00,354,
91,NQ 06-26,Backtest,Tom3,Long,1,13942.75,13945.00,8/11/2020 9:36:00 PM,8/11/2020 10:58:00 PM,Buy,ExitOnClose,$45.00,$100660.00,$0.00,$0.00,$0.00,$0.00,$0.00,$1120.00,$585.00,$540.00,68,
92,NQ 06-26,Backtest,Tom3,Short,1,14111.25,14158.75,8/12/2020 4:22:00 PM,8/12/2020 10:58:00 PM,Sell short,ExitOnClose,($950.00),$99710.00,$0.00,$0.00,$0.00,$0.00,$0.00,$2315.00,$115.00,$1065.00,382,
93,NQ 06-26,Backtest,Tom3,Long,1,14585.75,14676.25,8/24/2020 4:59:00 PM,8/24/2020 10:58:00 PM,Buy,ExitOnClose,$1810.00,$101520.00,$0.00,$0.00,$0.00,$0.00,$0.00,$325.00,$1945.00,$135.00,345,
94,NQ 06-26,Backtest,Tom3,Long,1,14966.75,15025.50,8/26/2020 6:16:00 PM,8/26/2020 10:58:00 PM,Buy,ExitOnClose,$1175.00,$102695.00,$0.00,$0.00,$0.00,$0.00,$0.00,$1150.00,$1520.00,$345.00,268,
95,NQ 06-26,Backtest,Tom3,Long,1,14902.50,14987.75,8/27/2020 6:56:00 PM,8/27/2020 10:58:00 PM,Buy,ExitOnClose,$1705.00,$104400.00,$0.00,$0.00,$0.00,$0.00,$0.00,$260.00,$2535.00,$830.00,228,
96,NQ 06-26,Backtest,Tom3,Short,1,15310.50,15450.25,9/2/2020 4:00:00 PM,9/2/2020 10:58:00 PM,Sell short,ExitOnClose,($2795.00),$101605.00,$0.00,$0.00,$0.00,$0.00,$0.00,$3335.00,$1940.00,$4735.00,404,
97,NQ 06-26,Backtest,Tom3,Long,1,15198.50,14845.25,9/3/2020 3:46:00 PM,9/3/2020 10:58:00 PM,Buy,ExitOnClose,($7065.00),$94540.00,$0.00,$0.00,$0.00,$0.00,$0.00,$9975.00,$1010.00,$8075.00,419,
98,NQ 06-26,Backtest,Tom3,Long,1,14688.00,14588.75,9/4/2020 12:55:00 AM,9/4/2020 10:58:00 PM,Buy,ExitOnClose,($1985.00),$92555.00,$0.00,$0.00,$0.00,$0.00,$0.00,$10095.00,$3925.00,$5910.00,1309,
99,NQ 06-26,Backtest,Tom3,Long,1,14455.75,14554.25,9/7/2020 12:10:00 AM,9/7/2020 6:58:00 PM,Buy,ExitOnClose,$1970.00,$94525.00,$0.00,$0.00,$0.00,$0.00,$0.00,$2145.00,$2270.00,$300.00,1129,
100,NQ 06-26,Backtest,Tom3,Short,1,14430.75,14088.00,9/8/2020 10:27:00 AM,9/8/2020 10:58:00 PM,Sell short,ExitOnClose,$6855.00,$101380.00,$0.00,$0.00,$0.00,$0.00,$0.00,$790.00,$6980.00,$125.00,737,
101,NQ 06-26,Backtest,Tom3,Long,1,14036.00,14413.00,9/9/2020 12:02:00 AM,9/9/2020 10:58:00 PM,Buy,ExitOnClose,$7540.00,$108920.00,$0.00,$0.00,$0.00,$0.00,$0.00,$1190.00,$9680.00,$2140.00,1362,
