Trade number,Instrument,Account,Strategy,Market pos.,Qty,Entry price,Exit price,Entry time,Exit time,Entry name,Exit name,Profit,Cum. net profit,Commission,Clearing Fee,Exchange Fee,IP Fee,NFA Fee,MAE,MFE,ETD,Bars,
1,NQ 06-26,Backtest,VariableTrend,Long,1,9373.75,9323.75,1/3/2019 4:20:00 PM,1/3/2019 4:20:00 PM,Buy,Stop loss,($1005.16),($1005.16),$5.16,$0.00,$0.00,$0.00,$0.00,$1000.00,$0.00,$1005.16,1,
2,NQ 06-26,Backtest,VariableTrend,Short,1,9321.75,9371.75,1/3/2019 5:30:00 PM,1/3/2019 6:40:00 PM,Sell short,Stop loss,($1005.16),($2010.32),$5.16,$0.00,$0.00,$0.00,$0.00,$1000.00,$735.00,$1740.16,2,
3,NQ 06-26,Backtest,VariableTrend,Long,1,9358.00,9547.00,1/4/2019 9:20:00 AM,1/4/2019 11:00:00 PM,Buy,Exit on session close,$3774.84,$1764.52,$5.16,$0.00,$0.00,$0.00,$0.00,$345.00,$4385.00,$610.16,13,
4,NQ 06-26,Backtest,VariableTrend,Short,1,9619.50,9643.75,1/8/2019 6:40:00 PM,1/8/2019 7:50:00 PM,Sell short,Close position,($490.16),$1274.36,$5.16,$0.00,$0.00,$0.00,$0.00,$830.00,$310.00,$800.16,2,
5,NQ 06-26,Backtest,VariableTrend,Long,1,9643.75,9667.00,1/8/2019 7:50:00 PM,1/8/2019 11:00:00 PM,Buy,Exit on session close,$459.84,$1734.20,$5.16,$0.00,$0.00,$0.00,$0.00,$370.00,$865.00,$405.16,4,
6,NQ 06-26,Backtest,VariableTrend,Short,1,9689.25,9703.00,1/10/2019 3:30:00 AM,1/10/2019 6:40:00 PM,Sell short,Close position,($280.16),$1454.04,$5.16,$0.00,$0.00,$0.00,$0.00,$635.00,$930.00,$1210.16,14,
7,NQ 06-26,Backtest,VariableTrend,Long,1,9703.00,9743.00,1/10/2019 6:40:00 PM,1/10/2019 11:00:00 PM,Buy,Exit on session close,$794.84,$2248.88,$5.16,$0.00,$0.00,$0.00,$0.00,$465.00,$1080.00,$285.16,5,
8,NQ 06-26,Backtest,VariableTrend,Short,1,9700.75,9728.75,1/11/2019 6:40:00 PM,1/11/2019 7:50:00 PM,Sell short,Close position,($565.16),$1683.72,$5.16,$0.00,$0.00,$0.00,$0.00,$590.00,$50.00,$615.16,2,
9,NQ 06-26,Backtest,VariableTrend,Long,1,9728.75,9702.75,1/11/2019 7:50:00 PM,1/11/2019 9:00:00 PM,Buy,Close position,($525.16),$1158.56,$5.16,$0.00,$0.00,$0.00,$0.00,$635.00,$40.00,$565.16,2,
10,NQ 06-26,Backtest,VariableTrend,Short,1,9702.75,9713.25,1/11/2019 9:00:00 PM,1/11/2019 10:10:00 PM,Sell short,Close position,($215.16),$943.40,$5.16,$0.00,$0.00,$0.00,$0.00,$370.00,$70.00,$285.16,2,
11,NQ 06-26,Backtest,VariableTrend,Long,1,9713.25,9730.75,1/11/2019 10:10:00 PM,1/11/2019 11:00:00 PM,Buy,Exit on session close,$344.84,$1288.24,$5.16,$0.00,$0.00,$0.00,$0.00,$20.00,$370.00,$25.16,2,
12,NQ 06-26,Backtest,VariableTrend,Short,1,9695.50,9685.00,1/14/2019 2:20:00 AM,1/14/2019 7:50:00 PM,Sell short,Close position,$204.84,$1493.08,$5.16,$0.00,$0.00,$0.00,$0.00,$85.00,$1175.00,$970.16,16,
13,NQ 06-26,Backtest,VariableTrend,Long,1,9685.00,9661.25,1/14/2019 7:50:00 PM,1/14/2019 11:00:00 PM,Buy,Close position,($480.16),$1012.92,$5.16,$0.00,$0.00,$0.00,$0.00,$595.00,$190.00,$670.16,4,
14,NQ 06-26,Backtest,VariableTrend,Short,1,9661.25,9661.25,1/14/2019 11:00:00 PM,1/14/2019 11:00:00 PM,Sell short,Exit on session close,($5.16),$1007.76,$5.16,$0.00,$0.00,$0.00,$0.00,$70.00,$115.00,$120.16,1,
15,NQ 06-26,Backtest,VariableTrend,Long,1,9699.75,9687.25,1/15/2019 3:30:00 AM,1/15/2019 12:50:00 PM,Buy,Close position,($255.16),$752.60,$5.16,$0.00,$0.00,$0.00,$0.00,$405.00,$445.00,$700.16,9,
16,NQ 06-26,Backtest,VariableTrend,Short,1,9687.25,9698.25,1/15/2019 12:50:00 PM,1/15/2019 2:00:00 PM,Sell short,Close position,($225.16),$527.44,$5.16,$0.00,$0.00,$0.00,$0.00,$300.00,$50.00,$275.16,2,
17,NQ 06-26,Backtest,VariableTrend,Long,1,9698.25,9688.50,1/15/2019 2:00:00 PM,1/15/2019 3:10:00 PM,Buy,Close position,($200.16),$327.28,$5.16,$0.00,$0.00,$0.00,$0.00,$430.00,$5.00,$205.16,2,
18,NQ 06-26,Backtest,VariableTrend,Short,1,9688.50,9738.50,1/15/2019 3:10:00 PM,1/15/2019 4:20:00 PM,Sell short,Stop loss,($1005.16),($677.88),$5.16,$0.00,$0.00,$0.00,$0.00,$1000.00,$200.00,$1205.16,2,
19,NQ 06-26,Backtest,VariableTrend,Long,1,9764.75,9793.75,1/15/2019 5:30:00 PM,1/15/2019 11:00:00 PM,Buy,Exit on session close,$574.84,($103.04),$5.16,$0.00,$0.00,$0.00,$0.00,$410.00,$790.00,$215.16,6,
20,NQ 06-26,Backtest,VariableTrend,Short,1,9772.00,9772.50,1/17/2019 2:20:00 AM,1/17/2019 4:20:00 PM,Sell short,Close position,($15.16),($118.20),$5.16,$0.00,$0.00,$0.00,$0.00,$235.00,$890.00,$905.16,13,
21,NQ 06-26,Backtest,VariableTrend,Long,1,9772.50,9846.00,1/17/2019 4:20:00 PM,1/17/2019 11:00:00 PM,Buy,Exit on session close,$1464.84,$1346.64,$5.16,$0.00,$0.00,$0.00,$0.00,$260.00,$2055.00,$590.16,7,
22,NQ 06-26,Backtest,VariableTrend,Short,1,9878.25,9886.50,1/21/2019 3:30:00 AM,1/21/2019 5:50:00 AM,Sell short,Close position,($170.16),$1176.48,$5.16,$0.00,$0.00,$0.00,$0.00,$340.00,$125.00,$295.16,3,
23,NQ 06-26,Backtest,VariableTrend,Long,1,9886.50,9883.25,1/21/2019 5:50:00 AM,1/21/2019 8:10:00 AM,Buy,Close position,($70.16),$1106.32,$5.16,$0.00,$0.00,$0.00,$0.00,$175.00,$90.00,$160.16,3,
24,NQ 06-26,Backtest,VariableTrend,Short,1,9883.25,9884.00,1/21/2019 8:10:00 AM,1/21/2019 4:20:00 PM,Sell short,Close position,($20.16),$1086.16,$5.16,$0.00,$0.00,$0.00,$0.00,$90.00,$425.00,$445.16,8,
25,NQ 06-26,Backtest,VariableTrend,Long,1,9884.00,9870.25,1/21/2019 4:20:00 PM,1/21/2019 5:30:00 PM,Buy,Close position,($280.16),$806.00,$5.16,$0.00,$0.00,$0.00,$0.00,$550.00,$25.00,$305.16,2,
26,NQ 06-26,Backtest,VariableTrend,Short,1,9870.25,9876.75,1/21/2019 5:30:00 PM,1/21/2019 7:00:00 PM,Sell short,Exit on session close,($135.16),$670.84,$5.16,$0.00,$0.00,$0.00,$0.00,$235.00,$90.00,$225.16,3,
27,NQ 06-26,Backtest,VariableTrend,Long,1,9882.50,9871.25,1/22/2019 2:20:00 AM,1/22/2019 3:30:00 AM,Buy,Close position,($230.16),$440.68,$5.16,$0.00,$0.00,$0.00,$0.00,$400.00,$0.00,$230.16,2,
28,NQ 06-26,Backtest,VariableTrend,Short,1,9871.25,9769.25,1/22/2019 3:30:00 AM,1/22/2019 11:00:00 PM,Sell short,Exit on session close,$2034.84,$2475.52,$5.16,$0.00,$0.00,$0.00,$0.00,$85.00,$2890.00,$855.16,18,
29,NQ 06-26,Backtest,VariableTrend,Long,1,9806.00,9756.00,1/23/2019 4:20:00 PM,1/23/2019 5:30:00 PM,Buy,Stop loss,($1005.16),$1470.36,$5.16,$0.00,$0.00,$0.00,$0.00,$1000.00,$670.00,$1675.16,2,
30,NQ 06-26,Backtest,VariableTrend,Short,1,9759.25,9786.00,1/23/2019 6:40:00 PM,1/23/2019 11:00:00 PM,Sell short,Exit on session close,($540.16),$930.20,$5.16,$0.00,$0.00,$0.00,$0.00,$605.00,$1035.00,$1575.16,5,
31,NQ 06-26,Backtest,VariableTrend,Long,1,9799.50,9785.25,1/24/2019 3:30:00 AM,1/24/2019 4:40:00 AM,Buy,Close position,($290.16),$640.04,$5.16,$0.00,$0.00,$0.00,$0.00,$465.00,$85.00,$375.16,2,
32,NQ 06-26,Backtest,VariableTrend,Short,1,9785.25,9795.25,1/24/2019 4:40:00 AM,1/24/2019 8:10:00 AM,Sell short,Close position,($205.16),$434.88,$5.16,$0.00,$0.00,$0.00,$0.00,$250.00,$270.00,$475.16,4,
33,NQ 06-26,Backtest,VariableTrend,Long,1,9795.25,9782.25,1/24/2019 8:10:00 AM,1/24/2019 9:20:00 AM,Buy,Close position,($265.16),$169.72,$5.16,$0.00,$0.00,$0.00,$0.00,$280.00,$10.00,$275.16,2,
34,NQ 06-26,Backtest,VariableTrend,Short,1,9782.25,9805.50,1/24/2019 9:20:00 AM,1/24/2019 11:40:00 AM,Sell short,Close position,($470.16),($300.44),$5.16,$0.00,$0.00,$0.00,$0.00,$555.00,$125.00,$595.16,3,
35,NQ 06-26,Backtest,VariableTrend,Long,1,9805.50,9794.25,1/24/2019 11:40:00 AM,1/24/2019 6:40:00 PM,Buy,Close position,($230.16),($530.60),$5.16,$0.00,$0.00,$0.00,$0.00,$575.00,$565.00,$795.16,7,
36,NQ 06-26,Backtest,VariableTrend,Short,1,9794.25,9804.50,1/24/2019 6:40:00 PM,1/24/2019 7:50:00 PM,Sell short,Close position,($210.16),($740.76),$5.16,$0.00,$0.00,$0.00,$0.00,$620.00,$90.00,$300.16,2,
37,NQ 06-26,Backtest,VariableTrend,Long,1,9804.50,9791.25,1/24/2019 7:50:00 PM,1/24/2019 9:00:00 PM,Buy,Close position,($270.16),($1010.92),$5.16,$0.00,$0.00,$0.00,$0.00,$535.00,$25.00,$295.16,2,
38,NQ 06-26,Backtest,VariableTrend,Short,1,9791.25,9809.25,1/24/2019 9:00:00 PM,1/24/2019 10:10:00 PM,Sell short,Close position,($365.16),($1376.08),$5.16,$0.00,$0.00,$0.00,$0.00,$450.00,$5.00,$370.16,2,
39,NQ 06-26,Backtest,VariableTrend,Long,1,9809.25,9794.75,1/24/2019 10:10:00 PM,1/24/2019 11:00:00 PM,Buy,Close position,($295.16),($1671.24),$5.16,$0.00,$0.00,$0.00,$0.00,$370.00,$405.00,$700.16,2,
40,NQ 06-26,Backtest,VariableTrend,Short,1,9794.75,9800.25,1/24/2019 11:00:00 PM,1/24/2019 11:00:00 PM,Sell short,Exit on session close,($115.16),($1786.40),$5.16,$0.00,$0.00,$0.00,$0.00,$135.00,$130.00,$245.16,1,
41,NQ 06-26,Backtest,VariableTrend,Short,1,9874.00,9814.00,1/28/2019 8:10:00 AM,1/28/2019 11:00:00 PM,Sell short,Exit on session close,$1194.84,($591.56),$5.16,$0.00,$0.00,$0.00,$0.00,$130.00,$2210.00,$1015.16,14,
42,NQ 06-26,Backtest,VariableTrend,Long,1,9827.75,9793.00,1/29/2019 3:10:00 PM,1/29/2019 5:30:00 PM,Buy,Close position,($700.16),($1291.72),$5.16,$0.00,$0.00,$0.00,$0.00,$880.00,$170.00,$870.16,3,
43,NQ 06-26,Backtest,VariableTrend,Short,1,9793.00,9796.50,1/29/2019 5:30:00 PM,1/29/2019 11:00:00 PM,Sell short,Exit on session close,($75.16),($1366.88),$5.16,$0.00,$0.00,$0.00,$0.00,$215.00,$1220.00,$1295.16,6,
44,NQ 06-26,Backtest,VariableTrend,Long,1,9800.50,9789.00,1/30/2019 5:50:00 AM,1/30/2019 8:10:00 AM,Buy,Close position,($235.16),($1602.04),$5.16,$0.00,$0.00,$0.00,$0.00,$265.00,$125.00,$360.16,3,
45,NQ 06-26,Backtest,VariableTrend,Short,1,9789.00,9805.50,1/30/2019 8:10:00 AM,1/30/2019 11:40:00 AM,Sell short,Close position,($335.16),($1937.20),$5.16,$0.00,$0.00,$0.00,$0.00,$365.00,$155.00,$490.16,4,
46,NQ 06-26,Backtest,VariableTrend,Long,1,9805.50,9954.00,1/30/2019 11:40:00 AM,1/30/2019 11:00:00 PM,Buy,Exit on session close,$2964.84,$1027.64,$5.16,$0.00,$0.00,$0.00,$0.00,$145.00,$3100.00,$135.16,11,
47,NQ 06-26,Backtest,VariableTrend,Short,1,9995.00,10002.00,2/1/2019 2:00:00 PM,2/1/2019 4:20:00 PM,Sell short,Close position,($145.16),$882.48,$5.16,$0.00,$0.00,$0.00,$0.00,$395.00,$350.00,$495.16,3,
48,NQ 06-26,Backtest,VariableTrend,Long,1,10002.00,9993.75,2/1/2019 4:20:00 PM,2/1/2019 9:00:00 PM,Buy,Close position,($170.16),$712.32,$5.16,$0.00,$0.00,$0.00,$0.00,$320.00,$815.00,$985.16,5,
49,NQ 06-26,Backtest,VariableTrend,Short,1,9993.75,9995.50,2/1/2019 9:00:00 PM,2/1/2019 11:00:00 PM,Sell short,Exit on session close,($40.16),$672.16,$5.16,$0.00,$0.00,$0.00,$0.00,$140.00,$360.00,$400.16,3,
50,NQ 06-26,Backtest,VariableTrend,Long,1,10006.00,9996.00,2/4/2019 2:20:00 AM,2/4/2019 8:10:00 AM,Buy,Close position,($205.16),$467.00,$5.16,$0.00,$0.00,$0.00,$0.00,$285.00,$125.00,$330.16,6,
51,NQ 06-26,Backtest,VariableTrend,Short,1,9996.00,10005.75,2/4/2019 8:10:00 AM,2/4/2019 12:50:00 PM,Sell short,Close position,($200.16),$266.84,$5.16,$0.00,$0.00,$0.00,$0.00,$235.00,$315.00,$515.16,5,
52,NQ 06-26,Backtest,VariableTrend,Long,1,10005.75,9990.50,2/4/2019 12:50:00 PM,2/4/2019 4:20:00 PM,Buy,Close position,($310.16),($43.32),$5.16,$0.00,$0.00,$0.00,$0.00,$430.00,$5.00,$315.16,4,
53,NQ 06-26,Backtest,VariableTrend,Short,1,9990.50,10032.75,2/4/2019 4:20:00 PM,2/4/2019 5:30:00 PM,Sell short,Close position,($850.16),($893.48),$5.16,$0.00,$0.00,$0.00,$0.00,$985.00,$35.00,$885.16,2,
54,NQ 06-26,Backtest,VariableTrend,Long,1,10032.75,10060.50,2/4/2019 5:30:00 PM,2/4/2019 11:00:00 PM,Buy,Exit on session close,$549.84,($343.64),$5.16,$0.00,$0.00,$0.00,$0.00,$210.00,$1310.00,$760.16,6,
55,NQ 06-26,Backtest,VariableTrend,Short,1,10108.75,10113.75,2/6/2019 11:40:00 AM,2/6/2019 12:50:00 PM,Sell short,Close position,($105.16),($448.80),$5.16,$0.00,$0.00,$0.00,$0.00,$190.00,$45.00,$150.16,2,
56,NQ 06-26,Backtest,VariableTrend,Long,1,10113.75,10100.75,2/6/2019 12:50:00 PM,2/6/2019 5:30:00 PM,Buy,Close position,($265.16),($713.96),$5.16,$0.00,$0.00,$0.00,$0.00,$465.00,$805.00,$1070.16,5,
57,NQ 06-26,Backtest,VariableTrend,Short,1,10100.75,10123.50,2/6/2019 5:30:00 PM,2/6/2019 6:40:00 PM,Sell short,Close position,($460.16),($1174.12),$5.16,$0.00,$0.00,$0.00,$0.00,$795.00,$265.00,$725.16,2,
58,NQ 06-26,Backtest,VariableTrend,Long,1,10123.50,10104.00,2/6/2019 6:40:00 PM,2/6/2019 11:00:00 PM,Buy,Exit on session close,($395.16),($1569.28),$5.16,$0.00,$0.00,$0.00,$0.00,$485.00,$205.00,$600.16,5,
59,NQ 06-26,Backtest,VariableTrend,Long,1,10000.75,10039.25,2/8/2019 9:00:00 PM,2/8/2019 11:00:00 PM,Buy,Exit on session close,$764.84,($804.44),$5.16,$0.00,$0.00,$0.00,$0.00,$20.00,$815.00,$50.16,3,
60,NQ 06-26,Backtest,VariableTrend,Short,1,10024.50,10025.50,2/11/2019 9:00:00 PM,2/11/2019 11:00:00 PM,Sell short,Exit on session close,($25.16),($829.60),$5.16,$0.00,$0.00,$0.00,$0.00,$265.00,$230.00,$255.16,3,
61,NQ 06-26,Backtest,VariableTrend,Long,1,10040.25,10135.75,2/12/2019 3:30:00 AM,2/12/2019 11:00:00 PM,Buy,Exit on session close,$1904.84,$1075.24,$5.16,$0.00,$0.00,$0.00,$0.00,$50.00,$2070.00,$165.16,18,
62,NQ 06-26,Backtest,VariableTrend,Short,1,10152.50,10155.50,2/13/2019 5:30:00 PM,2/13/2019 9:00:00 PM,Sell short,Close position,($65.16),$1010.08,$5.16,$0.00,$0.00,$0.00,$0.00,$415.00,$340.00,$405.16,4,
63,NQ 06-26,Backtest,VariableTrend,Long,1,10155.50,10132.75,2/13/2019 9:00:00 PM,2/13/2019 11:00:00 PM,Buy,Close position,($460.16),$549.92,$5.16,$0.00,$0.00,$0.00,$0.00,$565.00,$235.00,$695.16,3,
64,NQ 06-26,Backtest,VariableTrend,Short,1,10132.75,10132.00,2/13/2019 11:00:00 PM,2/13/2019 11:00:00 PM,Sell short,Exit on session close,$9.84,$559.76,$5.16,$0.00,$0.00,$0.00,$0.00,$155.00,$55.00,$45.16,1,
65,NQ 06-26,Backtest,VariableTrend,Long,1,10158.00,10108.00,2/14/2019 9:20:00 AM,2/14/2019 3:10:00 PM,Buy,Stop loss,($1005.16),($445.40),$5.16,$0.00,$0.00,$0.00,$0.00,$1000.00,$295.00,$1300.16,6,
66,NQ 06-26,Backtest,VariableTrend,Short,1,10110.00,10160.00,2/14/2019 4:20:00 PM,2/14/2019 6:40:00 PM,Sell short,Stop loss,($1005.16),($1450.56),$5.16,$0.00,$0.00,$0.00,$0.00,$1000.00,$455.00,$1460.16,3,
67,NQ 06-26,Backtest,VariableTrend,Long,1,10156.25,10130.50,2/14/2019 7:50:00 PM,2/14/2019 11:00:00 PM,Buy,Close position,($520.16),($1970.72),$5.16,$0.00,$0.00,$0.00,$0.00,$515.00,$280.00,$800.16,4,
68,NQ 06-26,Backtest,VariableTrend,Short,1,10130.50,10132.50,2/14/2019 11:00:00 PM,2/14/2019 11:00:00 PM,Sell short,Exit on session close,($45.16),($2015.88),$5.16,$0.00,$0.00,$0.00,$0.00,$340.00,$0.00,$45.16,1,
69,NQ 06-26,Backtest,VariableTrend,Long,1,10122.75,10179.75,2/15/2019 12:50:00 PM,2/15/2019 11:00:00 PM,Buy,Exit on session close,$1134.84,($881.04),$5.16,$0.00,$0.00,$0.00,$0.00,$5.00,$1755.00,$620.16,10,
70,NQ 06-26,Backtest,VariableTrend,Short,1,10174.00,10189.00,2/19/2019 11:40:00 AM,2/19/2019 5:30:00 PM,Sell short,Close position,($305.16),($1186.20),$5.16,$0.00,$0.00,$0.00,$0.00,$385.00,$470.00,$775.16,6,
71,NQ 06-26,Backtest,VariableTrend,Long,1,10189.00,10183.75,2/19/2019 5:30:00 PM,2/19/2019 11:00:00 PM,Buy,Exit on session close,($110.16),($1296.36),$5.16,$0.00,$0.00,$0.00,$0.00,$260.00,$420.00,$530.16,6,
72,NQ 06-26,Backtest,VariableTrend,Short,1,10171.50,10190.25,2/20/2019 7:50:00 PM,2/20/2019 11:00:00 PM,Sell short,Close position,($380.16),($1676.52),$5.16,$0.00,$0.00,$0.00,$0.00,$670.00,$480.00,$860.16,4,
73,NQ 06-26,Backtest,VariableTrend,Long,1,10190.25,10186.75,2/20/2019 11:00:00 PM,2/20/2019 11:00:00 PM,Buy,Exit on session close,($75.16),($1751.68),$5.16,$0.00,$0.00,$0.00,$0.00,$70.00,$15.00,$90.16,1,
74,NQ 06-26,Backtest,VariableTrend,Short,1,10182.50,10185.25,2/21/2019 2:20:00 AM,2/21/2019 4:40:00 AM,Sell short,Close position,($60.16),($1811.84),$5.16,$0.00,$0.00,$0.00,$0.00,$65.00,$215.00,$275.16,3,
75,NQ 06-26,Backtest,VariableTrend,Long,1,10185.25,10182.50,2/21/2019 4:40:00 AM,2/21/2019 3:10:00 PM,Buy,Close position,($60.16),($1872.00),$5.16,$0.00,$0.00,$0.00,$0.00,$230.00,$875.00,$935.16,10,
76,NQ 06-26,Backtest,VariableTrend,Short,1,10182.50,10177.50,2/21/2019 3:10:00 PM,2/21/2019 7:50:00 PM,Sell short,Close position,$94.84,($1777.16),$5.16,$0.00,$0.00,$0.00,$0.00,$95.00,$1245.00,$1150.16,5,
77,NQ 06-26,Backtest,VariableTrend,Long,1,10177.50,10172.50,2/21/2019 7:50:00 PM,2/21/2019 9:00:00 PM,Buy,Close position,($105.16),($1882.32),$5.16,$0.00,$0.00,$0.00,$0.00,$185.00,$140.00,$245.16,2,
78,NQ 06-26,Backtest,VariableTrend,Short,1,10172.50,10152.75,2/21/2019 9:00:00 PM,2/21/2019 11:00:00 PM,Sell short,Exit on session close,$389.84,($1492.48),$5.16,$0.00,$0.00,$0.00,$0.00,$65.00,$880.00,$490.16,3,
79,NQ 06-26,Backtest,VariableTrend,Long,1,10164.25,10180.50,2/22/2019 10:30:00 AM,2/22/2019 10:10:00 PM,Buy,Close position,$319.84,($1172.64),$5.16,$0.00,$0.00,$0.00,$0.00,$80.00,$1045.00,$725.16,11,
80,NQ 06-26,Backtest,VariableTrend,Short,1,10180.50,10204.25,2/22/2019 10:10:00 PM,2/22/2019 11:00:00 PM,Sell short,Close position,($480.16),($1652.80),$5.16,$0.00,$0.00,$0.00,$0.00,$620.00,$75.00,$555.16,2,
81,NQ 06-26,Backtest,VariableTrend,Long,1,10204.25,10215.75,2/22/2019 11:00:00 PM,2/22/2019 11:00:00 PM,Buy,Exit on session close,$224.84,($1427.96),$5.16,$0.00,$0.00,$0.00,$0.00,$120.00,$235.00,$10.16,1,
82,NQ 06-26,Backtest,VariableTrend,Short,1,10234.50,10236.25,2/25/2019 11:00:00 PM,2/25/2019 11:00:00 PM,Sell short,Exit on session close,($40.16),($1468.12),$5.16,$0.00,$0.00,$0.00,$0.00,$150.00,$15.00,$55.16,1,
83,NQ 06-26,Backtest,VariableTrend,Long,1,10220.25,10212.25,2/26/2019 3:10:00 PM,2/26/2019 4:20:00 PM,Buy,Close position,($165.16),($1633.28),$5.16,$0.00,$0.00,$0.00,$0.00,$335.00,$5.00,$170.16,2,
84,NQ 06-26,Backtest,VariableTrend,Short,1,10212.25,10245.50,2/26/2019 4:20:00 PM,2/26/2019 5:30:00 PM,Sell short,Close position,($670.16),($2303.44),$5.16,$0.00,$0.00,$0.00,$0.00,$780.00,$120.00,$790.16,2,
85,NQ 06-26,Backtest,VariableTrend,Long,1,10245.50,10226.50,2/26/2019 5:30:00 PM,2/26/2019 11:00:00 PM,Buy,Exit on session close,($385.16),($2688.60),$5.16,$0.00,$0.00,$0.00,$0.00,$555.00,$415.00,$800.16,6,
86,NQ 06-26,Backtest,VariableTrend,Long,1,10231.25,10215.75,2/27/2019 2:20:00 AM,2/27/2019 9:20:00 AM,Buy,Close position,($315.16),($3003.76),$5.16,$0.00,$0.00,$0.00,$0.00,$400.00,$230.00,$545.16,5,
87,NQ 06-26,Backtest,VariableTrend,Short,1,10215.75,10223.25,2/27/2019 9:20:00 AM,2/27/2019 7:50:00 PM,Sell short,Close position,($155.16),($3158.92),$5.16,$0.00,$0.00,$0.00,$0.00,$370.00,$1050.00,$1205.16,10,
88,NQ 06-26,Backtest,VariableTrend,Long,1,10223.25,10239.00,2/27/2019 7:50:00 PM,2/27/2019 11:00:00 PM,Buy,Exit on session close,$309.84,($2849.08),$5.16,$0.00,$0.00,$0.00,$0.00,$105.00,$475.00,$165.16,4,
89,NQ 06-26,Backtest,VariableTrend,Short,1,10212.00,10215.50,2/28/2019 8:10:00 AM,2/28/2019 3:10:00 PM,Sell short,Close position,($75.16),($2924.24),$5.16,$0.00,$0.00,$0.00,$0.00,$95.00,$485.00,$560.16,7,
90,NQ 06-26,Backtest,VariableTrend,Long,1,10215.50,10225.50,2/28/2019 3:10:00 PM,2/28/2019 11:00:00 PM,Buy,Exit on session close,$194.84,($2729.40),$5.16,$0.00,$0.00,$0.00,$0.00,$315.00,$610.00,$415.16,8,
91,NQ 06-26,Backtest,VariableTrend,Short,1,10251.50,10259.00,3/1/2019 5:30:00 PM,3/1/2019 9:00:00 PM,Sell short,Close position,($155.16),($2884.56),$5.16,$0.00,$0.00,$0.00,$0.00,$170.00,$650.00,$805.16,4,
92,NQ 06-26,Backtest,VariableTrend,Long,1,10259.00,10274.00,3/1/2019 9:00:00 PM,3/1/2019 11:00:00 PM,Buy,Exit on session close,$294.84,($2589.72),$5.16,$0.00,$0.00,$0.00,$0.00,$85.00,$415.00,$120.16,3,
93,NQ 06-26,Backtest,VariableTrend,Short,1,10257.00,10259.50,3/4/2019 6:40:00 PM,3/4/2019 11:00:00 PM,Sell short,Exit on session close,($55.16),($2644.88),$5.16,$0.00,$0.00,$0.00,$0.00,$300.00,$1345.00,$1400.16,5,
94,NQ 06-26,Backtest,VariableTrend,Long,1,10269.25,10258.50,3/5/2019 9:20:00 AM,3/5/2019 3:10:00 PM,Buy,Close position,($220.16),($2865.04),$5.16,$0.00,$0.00,$0.00,$0.00,$310.00,$305.00,$525.16,6,
95,NQ 06-26,Backtest,VariableTrend,Short,1,10258.50,10270.75,3/5/2019 3:10:00 PM,3/5/2019 4:20:00 PM,Sell short,Close position,($250.16),($3115.20),$5.16,$0.00,$0.00,$0.00,$0.00,$405.00,$0.00,$250.16,2,
96,NQ 06-26,Backtest,VariableTrend,Long,1,10270.75,10254.25,3/5/2019 4:20:00 PM,3/5/2019 5:30:00 PM,Buy,Close position,($335.16),($3450.36),$5.16,$0.00,$0.00,$0.00,$0.00,$625.00,$140.00,$475.16,2,
97,NQ 06-26,Backtest,VariableTrend,Short,1,10254.25,10278.75,3/5/2019 5:30:00 PM,3/5/2019 6:40:00 PM,Sell short,Close position,($495.16),($3945.52),$5.16,$0.00,$0.00,$0.00,$0.00,$585.00,$90.00,$585.16,2,
98,NQ 06-26,Backtest,VariableTrend,Long,1,10278.75,10274.00,3/5/2019 6:40:00 PM,3/5/2019 11:00:00 PM,Buy,Exit on session close,($100.16),($4045.68),$5.16,$0.00,$0.00,$0.00,$0.00,$160.00,$370.00,$470.16,5,
99,NQ 06-26,Backtest,VariableTrend,Short,1,10263.75,10275.25,3/6/2019 2:20:00 AM,3/6/2019 10:30:00 AM,Sell short,Close position,($235.16),($4280.84),$5.16,$0.00,$0.00,$0.00,$0.00,$350.00,$195.00,$430.16,8,
100,NQ 06-26,Backtest,VariableTrend,Long,1,10275.25,10265.25,3/6/2019 10:30:00 AM,3/6/2019 3:10:00 PM,Buy,Close position,($205.16),($4486.00),$5.16,$0.00,$0.00,$0.00,$0.00,$250.00,$60.00,$265.16,5,
101,NQ 06-26,Backtest,VariableTrend,Short,1,10265.25,10279.75,3/6/2019 3:10:00 PM,3/6/2019 4:20:00 PM,Sell short,Close position,($295.16),($4781.16),$5.16,$0.00,$0.00,$0.00,$0.00,$335.00,$75.00,$370.16,2,
102,NQ 06-26,Backtest,VariableTrend,Long,1,10279.75,10261.75,3/6/2019 4:20:00 PM,3/6/2019 5:30:00 PM,Buy,Close position,($365.16),($5146.32),$5.16,$0.00,$0.00,$0.00,$0.00,$450.00,$135.00,$500.16,2,
103,NQ 06-26,Backtest,VariableTrend,Short,1,10261.75,10225.25,3/6/2019 5:30:00 PM,3/6/2019 11:00:00 PM,Sell short,Exit on session close,$724.84,($4421.48),$5.16,$0.00,$0.00,$0.00,$0.00,$30.00,$790.00,$65.16,6,
104,NQ 06-26,Backtest,VariableTrend,Long,1,10225.75,10222.75,3/7/2019 3:10:00 PM,3/7/2019 4:20:00 PM,Buy,Close position,($65.16),($4486.64),$5.16,$0.00,$0.00,$0.00,$0.00,$170.00,$240.00,$305.16,2,
